#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments;
6384778;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6384790;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384802;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384814;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384826;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;26 ;"&";1;1;COM3;;
6384838;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;b9 ;"π";1;1;COM3;;
6384862;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6384874;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384886;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384898;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384908;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;28 ;"(";1;1;COM3;;
6384922;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;b7 ;"∑";1;1;COM3;;
6384946;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6384958;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384970;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384982;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384994;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;29 ;")";1;1;COM3;;
6385006;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;b6 ;"∂";1;1;COM3;;
6385030;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385039;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385051;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385063;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385075;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;2a ;"*";1;1;COM3;;
6385090;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;b5 ;"µ";1;1;COM3;;
6385114;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385126;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385137;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385150;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385162;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;2c ;",";1;1;COM3;;
6385174;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;b3 ;"≥";1;1;COM3;;
6385198;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385210;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385222;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385234;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385246;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;2e ;".";1;1;COM3;;
6385258;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;b1 ;"±";1;1;COM3;;
6385282;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385291;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385303;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385315;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385327;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;30 ;"0";1;1;COM3;;
6385339;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;af ;"Ø";1;1;COM3;;
6385366;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385378;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385390;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385402;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385414;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;31 ;"1";1;1;COM3;;
6385426;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;ae ;"Æ";1;1;COM3;;
6385450;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385462;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385474;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385486;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385498;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;32 ;"2";1;1;COM3;;
6385507;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;ad ;"≠";1;1;COM3;;
6385534;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385546;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385558;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385570;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385582;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;34 ;"4";1;1;COM3;;
6385594;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;ab ;"´";1;1;COM3;;
6385618;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6385630;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385642;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6385654;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6385666;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;35 ;"5";1;1;COM3;;
6385678;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;aa ;"™";1;1;COM3;;
